,name,countries,country codes alpha 3,endangerment,speakers,latitude,longitude
302,Liangmai,India,IND,Vulnerable,34000.0,25.2794,93.6694
303,Zeme,India,IND,Vulnerable,34000.0,25.5027,93.5595
304,Highland Mazatec,Mexico,MEX,Vulnerable,33859.0,18.1307,-96.8436
305,Thangmi,Nepal,NPL,Definitely endangered,33500.0,27.6969,86.0057
306,Nocte,India,IND,Vulnerable,33000.0,27.1618,95.7952
307,Mayo,Mexico,MEX,Critically endangered,32869.0,26.9114,-109.6271
308,Lauje,Indonesia,IDN,Vulnerable,32000.0,-0.4531,119.9816
309,Danuwar,Nepal,NPL,Severely endangered,31849.0,26.9661,86.3223
310,Sirmaudi,India,IND,Critically endangered,31144.0,30.9823,77.1569
311,Abaza,"Russian Federation, Turkey","RUS, TUR",Definitely endangered,31000.0,44.1556,41.9368
312,Koch,India,IND,Definitely endangered,31000.0,25.7603,90.3955
313,Amis,China,CHN,Vulnerable,30000.0,23.4456,121.4483
314,Biak,Indonesia,IDN,Vulnerable,30000.0,-0.3076,131.2207
315,Bumthang,Bhutan,BTN,Vulnerable,30000.0,27.492,90.7159
316,Burgenland Croatian,"Austria, Hungary, Slovakia","AUT, HUN, SVK",Definitely endangered,30000.0,47.8435,16.5179
317,Dzhidi,Iran (Islamic Republic of),IRN,Definitely endangered,30000.0,33.5139,48.0102
318,Judeo-Berber (Israel),Israel,ISR,Severely endangered,30000.0,31.6767,34.5684
319,Kham,Nepal,NPL,Definitely endangered,30000.0,28.4321,82.9635
320,Ladin,Italy,ITA,Definitely endangered,30000.0,46.5531,11.8597
321,Lepcha,"Bhutan, India, Nepal","BTN, IND, NPL",Definitely endangered,30000.0,27.1153,88.4687
322,Maonan,China,CHN,Vulnerable,30000.0,24.8341,107.577
323,"Mok (Myanmar, Thailand)","Myanmar, Thailand","MMR, THA",Definitely endangered,30000.0,21.7333,99.7666
324,Moro,Sudan,SDN,Definitely endangered,30000.0,10.8872,30.1904
325,Mulam,China,CHN,Vulnerable,30000.0,24.6341,108.2895
326,North Saami,"Finland, Norway, Russian Federation, Sweden","FIN, NOR, RUS, SWE",Definitely endangered,30000.0,68.9099,22.9394
327,Quechua of Cajamarca,Peru,PER,Severely endangered,30000.0,-7.1772,-78.673
328,Quichua (Pastaza),Ecuador,ECU,Definitely endangered,30000.0,-1.7575,-76.8603
329,Rushani,"Tajikistan, Afghanistan","TJK, AFG",Definitely endangered,30000.0,37.8705,71.5979
330,Tagin,India,IND,Vulnerable,30000.0,28.038,94.2022
331,Tialo,Indonesia,IDN,Vulnerable,30000.0,0.4888,120.8935
332,Tidikelt,Algeria,DZA,Critically endangered,30000.0,26.8828,2.5488
333,Toba,Argentina,ARG,Definitely endangered,30000.0,-25.958,-59.0625
334,Tundra Nenets,Russian Federation,RUS,Definitely endangered,30000.0,67.5001,67.7856
335,Vojvodina Rusyn,"Croatia, Serbia","HRV, SRB",Definitely endangered,30000.0,45.6351,19.1903
336,Wuse,China,CHN,Vulnerable,30000.0,24.878,109.1053
337,Agul,Russian Federation,RUS,Definitely endangered,29399.0,41.7518,47.6875
338,Rutul,"Azerbaijan, Russian Federation","AZE, RUS",Definitely endangered,29383.0,41.5332,47.3181
339,Bateri,Pakistan,PAK,Definitely endangered,29000.0,34.9073,72.8675
340,Mzieme,India,IND,Vulnerable,29000.0,25.6019,93.8891
341,Ghale,Nepal,NPL,Vulnerable,28989.0,28.2501,84.718
342,Sierra Popoluca,Mexico,MEX,Vulnerable,28700.0,18.245,-94.76
343,Kurux (Nepal),Nepal,NPL,Vulnerable,28615.0,26.6032,87.2259
344,Deori,India,IND,Definitely endangered,28000.0,27.1911,94.1528
345,Soyaltepec Mazatec,Mexico,MEX,Vulnerable,27524.0,18.2499,-96.3995
346,Western Mazahua,Mexico,MEX,Definitely endangered,27037.0,19.4372,-100.3552
347,Sibe,China,CHN,Severely endangered,27000.0,43.6599,81.3427
348,Isthmus Náhuatl,Mexico,MEX,Vulnerable,26632.0,18.2209,-94.8382
349,Sunwar,Nepal,NPL,Vulnerable,26611.0,27.3485,86.2337
350,Mancagne,Senegal,SEN,Vulnerable,26450.0,12.7743,-15.6967
351,Gadaba,India,IND,Critically endangered,26262.0,18.3858,82.7819
352,Banat Bulgarian,"Romania, Serbia","ROU, SRB",Definitely endangered,25000.0,45.4832,20.9069
353,Csángó Hungarian,Romania,ROU,Severely endangered,25000.0,46.7925,27.1911
354,Koda,India,IND,Vulnerable,25000.0,22.1263,87.0776
355,Minhe Monguor,China,CHN,Definitely endangered,25000.0,36.4919,102.6452
356,Miskito (Honduras),Honduras,HND,Vulnerable,25000.0,15.3393,-84.6034
357,Olonetsian,"Finland, Russian Federation","FIN, RUS",Definitely endangered,25000.0,61.1273,32.8765
358,Saek,"Lao People's Democratic Republic, Thailand","LAO, THA",Definitely endangered,25000.0,19.3166,104.7833
359,Sioux,United States of America,USA,Vulnerable,25000.0,43.0588,-102.5244
360,Tamazight (Beni Iznassen),Morocco,MAR,Definitely endangered,25000.0,34.7506,-2.1917
361,Tsakhur,"Azerbaijan, Russian Federation","AZE, RUS",Definitely endangered,25000.0,41.6523,46.9775
362,Warao,"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Definitely endangered,25000.0,8.6027,-61.3806
363,Majhi,Nepal,NPL,Severely endangered,24664.0,27.9208,83.5082
364,Jone,China,CHN,Definitely endangered,24000.0,34.5947,103.5653
365,Andi,Russian Federation,RUS,Definitely endangered,23729.0,42.7308,46.2963
366,Guambiano,Colombia,COL,Definitely endangered,23462.0,2.6138,-76.3906
367,Anal,India,IND,Vulnerable,23000.0,24.1517,93.9385
368,Hawrami,"Iran (Islamic Republic of), Iraq","IRN, IRQ",Definitely endangered,23000.0,35.4259,46.2551
369,Juang,India,IND,Definitely endangered,23000.0,21.0742,85.6164
370,Tiwa,India,IND,Definitely endangered,23000.0,25.7801,92.5927
371,Embera (Panama),Panama,PAN,Vulnerable,22485.0,8.1179,-77.7429
372,Ediamat,Guinea-Bissau,GNB,Vulnerable,22025.0,12.2621,-16.5289
373,Mara,India,IND,Definitely endangered,22000.0,23.5237,92.9003
374,Maring,India,IND,Vulnerable,22000.0,24.6769,94.3835
375,Polci cluster,Nigeria,NGA,Definitely endangered,22000.0,9.9742,9.3328
376,Sarikoli,China,CHN,Definitely endangered,22000.0,37.9463,75.1272
377,Krongo,Sudan,SDN,Definitely endangered,21688.0,10.585,29.8883
378,Ashtiani,Iran (Islamic Republic of),IRN,Definitely endangered,21000.0,34.4861,51.0562
379,Khunsari,Iran (Islamic Republic of),IRN,Definitely endangered,21000.0,32.8795,51.6796
380,Semnani,Iran (Islamic Republic of),IRN,Definitely endangered,21000.0,34.8679,53.4924
381,Plains Cree,Canada,CAN,Vulnerable,20933.0,56.3544,-113.8345
382,Higher Reservoir Mazatec,Mexico,MEX,Vulnerable,20665.0,18.158,-96.7045
383,Chilchotla Mazatec,Mexico,MEX,Vulnerable,20585.0,18.2934,-96.7029
384,"Zapotec of the Valleys, middle northwest",Mexico,MEX,Definitely endangered,20448.0,17.05,-96.6333
385,Aluo,China,CHN,Definitely endangered,20000.0,25.9368,102.1839
386,Bangni,India,IND,Vulnerable,20000.0,28.0331,93.0651
387,Bru,Thailand,THA,Definitely endangered,20000.0,15.3174,105.4938
388,Cho-ca-nga-ca-kha,Bhutan,BTN,Definitely endangered,20000.0,27.4107,91.2277
389,Crimean Tatar (Dobruja),"Bulgaria, Romania","BGR, ROU",Severely endangered,20000.0,43.9414,28.3062
390,Dhimal,Nepal,NPL,Severely endangered,20000.0,26.6192,87.4635
391,Griko (Salento),Italy,ITA,Severely endangered,20000.0,40.1578,18.2208
392,Kaiowá Guarani,Brazil,BRA,Vulnerable,20000.0,-21.5812,-55.0759
393,Karelian (Karelia),"Finland, Russian Federation","FIN, RUS",Definitely endangered,20000.0,63.0474,33.4616
394,Khoirao,India,IND,Vulnerable,20000.0,25.2198,94.1583
395,Manchad,India,IND,Vulnerable,20000.0,32.6578,77.5415
396,Mariupolitan Greek,Ukraine,UKR,Severely endangered,20000.0,47.1364,37.5444
397,Padam,India,IND,Vulnerable,20000.0,28.2463,95.3668
398,Pemon (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Vulnerable,20000.0,5.1347,-61.853
399,Tacenwit,Algeria,DZA,Vulnerable,20000.0,36.5703,2.2892
400,Tangwang,China,CHN,Definitely endangered,20000.0,35.7643,102.8979
401,Western Neo-Aramaic,Syrian Arab Republic,SYR,Definitely endangered,20000.0,33.8339,36.5405
402,Yaghnobi,Tajikistan,TJK,Definitely endangered,20000.0,38.5632,68.4475
403,Yaw,Myanmar,MMR,Definitely endangered,20000.0,21.6,94.8333
404,Yeyi,Botswana,BWA,Definitely endangered,20000.0,-19.4562,23.2031
406,Sorbian,Germany,DEU,Definitely endangered,19500.0,51.5001,14.4744
407,Biete,India,IND,Definitely endangered,19000.0,25.6514,93.2409
408,Hrangkhol,India,IND,Vulnerable,19000.0,24.1467,92.3071
409,Terena,Brazil,BRA,Severely endangered,19000.0,-20.2841,-55.4638
410,Kati,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,18700.0,35.3845,71.3177
411,Kulung,Nepal,NPL,Vulnerable,18686.0,27.518,86.9375
412,Kaingang,Brazil,BRA,Definitely endangered,18500.0,-28.1495,-52.4707
413,Lowland Mazatec,Mexico,MEX,Vulnerable,18389.0,18.0801,-96.5236
414,Vafsi,Iran (Islamic Republic of),IRN,Definitely endangered,18000.0,34.0867,49.8861
415,Bassari,Senegal,SEN,Vulnerable,17910.0,12.4419,-12.6617
416,Bayot,Senegal,SEN,Vulnerable,17150.0,12.4218,-16.4149
417,Pochuri,India,IND,Vulnerable,17000.0,25.6712,94.779
418,Tamahaq (Libya),Libyan Arab Jamahiriya,LBY,Definitely endangered,17000.0,24.9611,10.1733
419,Swampy Cree,Canada,CAN,Vulnerable,16685.0,53.9849,-97.7626
420,Koraga,India,IND,Critically endangered,16665.0,11.6952,75.6738
421,Oyda,Ethiopia,ETH,Vulnerable,16597.0,5.9438,36.6503
422,Pangvali,India,IND,Critically endangered,16285.0,33.4589,76.9152
423,Shipibo-Conibo,Peru,PER,Definitely endangered,16085.0,-8.4289,-74.6411
424,Amba,Uganda,UGA,Vulnerable,16000.0,0.6737,30.198
425,Tsez,Russian Federation,RUS,Definitely endangered,15356.0,42.2376,45.8734
426,Bonan,China,CHN,Definitely endangered,15000.0,36.089,102.843
427,Chrau,Viet Nam,VNM,Definitely endangered,15000.0,10.5634,107.1496
428,Dari,Iran (Islamic Republic of),IRN,Definitely endangered,15000.0,31.8402,54.1625
429,Dzala,Bhutan,BTN,Vulnerable,15000.0,27.7078,91.3623
430,Ersu,China,CHN,Definitely endangered,15000.0,28.7778,102.1277
431,Gangte,India,IND,Definitely endangered,15000.0,24.1968,93.587
432,Gurdu-Mbaaru,Nigeria,NGA,Severely endangered,15000.0,9.7415,10.4534
433,Ha-lung Tibetan,Nepal,NPL,Definitely endangered,15000.0,27.6831,87.8256
434,Hlersu,China,CHN,Vulnerable,15000.0,24.3789,102.046
435,Juk,Lao People's Democratic Republic,LAO,Definitely endangered,15000.0,15.3333,106.85
436,Kwama,Ethiopia,ETH,Vulnerable,15000.0,9.5465,34.2059
437,Laemae,China,CHN,Severely endangered,15000.0,26.4179,98.7758
438,Lavua,Thailand,THA,Definitely endangered,15000.0,18.4483,98.1848
439,Macushi (Brazil),Brazil,BRA,Vulnerable,15000.0,3.7765,-61.1279
440,Nahali,India,IND,Definitely endangered,15000.0,21.4735,74.0258
441,Naluo,China,CHN,Vulnerable,15000.0,26.5895,100.8506
442,Nyoe,Thailand,THA,Definitely endangered,15000.0,14.9102,104.6049
443,O'odham (Akimel),United States of America,USA,Definitely endangered,15000.0,33.059,-112.0479
444,O'odham (Tohono),United States of America,USA,Definitely endangered,15000.0,31.9186,-111.8798
445,Paiwan,China,CHN,Vulnerable,15000.0,22.4313,120.7809
446,Rao,China,CHN,Definitely endangered,15000.0,25.871,107.0476
447,Semai,Malaysia,MYS,Severely endangered,15000.0,4.3039,101.445
448,Shatt,Sudan,SDN,Severely endangered,15000.0,10.8117,29.7235
449,Siwi,Egypt,EGY,Definitely endangered,15000.0,29.1905,25.5322
450,Tagargrent,Algeria,DZA,Severely endangered,15000.0,30.9587,4.0209
451,Tayurayt,Algeria,DZA,Vulnerable,15000.0,36.5648,1.9061
452,Totoli,Indonesia,IDN,Vulnerable,15000.0,0.8953,120.2838
453,Aruaco,Colombia,COL,Vulnerable,14799.0,10.0986,-73.5424
454,Yakkha,Nepal,NPL,Critically endangered,14648.0,27.1908,87.3358
455,Kuruba,India,IND,Critically endangered,14613.0,11.4369,76.3549
456,Tuamotuan,French Polynesia (France),PYF,Definitely endangered,14400.0,-14.9354,-147.7455
457,Katla,Sudan,SDN,Definitely endangered,14208.0,11.7329,29.3939
458,Garífuna (Belize),Belize,BLZ,Vulnerable,14061.0,17.1833,-88.5833
459,Thulung,Nepal,NPL,Definitely endangered,14034.0,27.4534,86.6423
460,Bawm,"Bangladesh, India","BGD, IND",Definitely endangered,14000.0,22.1874,92.6477
461,Guajajara,Brazil,BRA,Vulnerable,14000.0,-4.8282,-46.8017
462,Niuean,Niue,NIU,Definitely endangered,14000.0,-19.0491,-169.8706
463,Uhunduni,Indonesia,IDN,Vulnerable,14000.0,-4.2054,137.031
464,Gusilay,Senegal,SEN,Vulnerable,13950.0,12.7019,-16.4382
465,Xavante,Brazil,BRA,Vulnerable,13303.0,-14.4832,-53.5305
466,Dondo,Indonesia,IDN,Vulnerable,13000.0,0.747,120.4266
467,Khampti,India,IND,Vulnerable,13000.0,27.8827,96.5093
468,Nalu,Guinea,GIN,Definitely endangered,13000.0,10.9523,-14.7629
469,Tagoi,Sudan,SDN,Severely endangered,13000.0,10.8252,30.1657
470,Karko,Sudan,SDN,Definitely endangered,12986.0,11.964,29.4186
471,San Mateo del Mar Huave,Mexico,MEX,Vulnerable,12667.0,16.2,-94.9833
472,Q'eqchi' (Belize),Belize,BLZ,Vulnerable,12366.0,16.8107,-88.3999
473,Kadaru,Sudan,SDN,Definitely endangered,12360.0,12.1789,30.2398
474,Mazatlán Mazatec,Mexico,MEX,Vulnerable,12340.0,18.033,-96.8999
475,Badiaranke,Guinea,GIN,Severely endangered,12205.0,12.4043,-13.5736
476,Alune,Indonesia,IDN,Vulnerable,12000.0,-3.0637,128.3752
477,Bangani,India,IND,Critically endangered,12000.0,29.8692,79.0686
478,Chamalal,Russian Federation,RUS,Definitely endangered,12000.0,42.5712,46.0739
479,Chru,Viet Nam,VNM,Vulnerable,12000.0,11.4666,109.05
480,Hill Miri,India,IND,Definitely endangered,12000.0,27.7078,94.0374
481,Jinuo,China,CHN,Definitely endangered,12000.0,21.4758,101.3111
482,Muya,China,CHN,Vulnerable,12000.0,30.2593,101.7497
483,Samei,China,CHN,Severely endangered,12000.0,25.0756,103.0133
484,Tajio,Indonesia,IDN,Vulnerable,12000.0,-0.0954,120.0173
485,Tobada',Indonesia,IDN,Extinct,12000.0,-2.019,119.4708
486,Yurt Tatar,Russian Federation,RUS,Definitely endangered,12000.0,46.3943,48.3288
487,Yaqui (Mexico),Mexico,MEX,Vulnerable,11806.0,27.6436,-110.296
488,Ch'orti' (Guatemala),Guatemala,GTM,Definitely endangered,11734.0,14.968,-89.2905
489,Filomeno Mata Totonac,Mexico,MEX,Vulnerable,11710.0,20.198,-97.7022
490,Northern Totonac,Mexico,MEX,Critically endangered,11529.0,20.2741,-97.955
491,Komo,"Ethiopia, Sudan","ETH, SDN",Definitely endangered,11500.0,9.0804,34.0905
492,Tuwuli,Ghana,GHA,Vulnerable,11400.0,7.0572,0.3845
493,Poqomam,Guatemala,GTM,Definitely endangered,11273.0,14.6455,-89.7274
494,Idu,"China, India","CHN, IND",Definitely endangered,11101.0,28.6496,95.8419
495,Kari'ña (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,11000.0,8.4941,-64.0942
496,Machiguenga,Peru,PER,Definitely endangered,11000.0,-11.8888,-72.9052
497,Piaroa (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,11000.0,4.5435,-66.7089
498,Tuvaluan,Tuvalu,TUV,Definitely endangered,11000.0,-8.5049,179.187
499,Waunana (Colombia),Colombia,COL,Vulnerable,11000.0,4.2806,-77.0581
500,Noon,Senegal,SEN,Vulnerable,10925.0,14.8173,-16.5234
501,Sampang,Nepal,NPL,Vulnerable,10810.0,27.257,86.9444
502,Central Alaskan Yupik (2),United States of America,USA,Vulnerable,10400.0,61.4387,-160.4882
503,Central Alaskan Yupik (Nuniak Island),United States of America,USA,Vulnerable,10400.0,59.8889,-166.289
504,Bukiyip,Papua New Guinea,PNG,Vulnerable,10304.0,-3.4256,143.0886
505,Saparua,Indonesia,IDN,Definitely endangered,10216.0,-3.5757,128.6464
506,Darai,Nepal,NPL,Severely endangered,10210.0,27.9264,84.331
507,Bandial,Senegal,SEN,Vulnerable,10125.0,12.5317,-16.1553
508,Bongo,Sudan,SDN,Definitely endangered,10084.0,6.1405,31.7999
509,Northwestern Tarahumara,Mexico,MEX,Vulnerable,10031.0,27.9169,-107.0552
510,Algherese Catalan,Italy,ITA,Definitely endangered,10000.0,40.5638,8.3276
511,Aragonese,Spain,ESP,Definitely endangered,10000.0,42.2935,-0.4394
512,Baima,China,CHN,Vulnerable,10000.0,33.1531,103.8696
513,Bukharic,Uzbekistan,UZB,Definitely endangered,10000.0,39.8043,64.4224
514,Bunun,China,CHN,Vulnerable,10000.0,23.3624,121.1077
515,Burunge,United Republic of Tanzania,TZA,Vulnerable,10000.0,-4.7297,35.7769
516,Chayahuita,Peru,PER,Definitely endangered,10000.0,-5.3425,-76.6955
517,Cherokee (Oklahoma),United States of America,USA,Definitely endangered,10000.0,36.7544,-98.3569
518,Dalecarlian,Sweden,SWE,Definitely endangered,10000.0,61.2385,14.0295
519,"Huitoto (Colombia, Peru)","Colombia, Peru","COL, PER",Definitely endangered,10000.0,-3.0308,-71.8066
520,Hulaula (Israel),Israel,ISR,Severely endangered,10000.0,32.2128,34.9118
521,Karang,Chad,TCD,Vulnerable,10000.0,8.3093,15.3588
522,Karelian (Tver),Russian Federation,RUS,Definitely endangered,10000.0,58.1533,36.101
523,Karone,Senegal,SEN,Vulnerable,10000.0,12.7769,-16.7733
524,Kryz,Azerbaijan,AZE,Severely endangered,10000.0,41.1455,48.164
525,"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Definitely endangered,10000.0,2.3723,-67.5659
526,Kurtöp,Bhutan,BTN,Vulnerable,10000.0,27.7127,90.9667
527,Lamgang,India,IND,Critically endangered,10000.0,24.2569,94.0759
528,Miqie,China,CHN,Definitely endangered,10000.0,26.9053,100.8506
529,Mojo,Bolivia (Plurinational State of),BOL,Definitely endangered,10000.0,-14.966,-65.1708
530,Muot,India,IND,Critically endangered,10000.0,8.0932,93.4963
531,Naiki,India,IND,Critically endangered,10000.0,19.8287,78.2281
532,Ñandeva Guarani,Brazil,BRA,Vulnerable,10000.0,-22.0652,-54.7558
533,Ngwaba,Nigeria,NGA,Severely endangered,10000.0,9.9904,12.81
534,North Frisian,Germany,DEU,Severely endangered,10000.0,54.7341,8.7478
535,Northern Khanty,Russian Federation,RUS,Definitely endangered,10000.0,63.7047,66.676
536,Nyah Kur,Thailand,THA,Definitely endangered,10000.0,15.6587,101.5068
537,Nyenkha,Bhutan,BTN,Vulnerable,10000.0,27.4595,90.4119
538,Orang Hulu,Malaysia,MYS,Definitely endangered,10000.0,1.8871,103.984
539,Otoro,Sudan,SDN,Severely endangered,10000.0,11.1864,30.6353
540,Solon,China,CHN,Definitely endangered,10000.0,48.166,119.4873
541,Southern Tujia,China,CHN,Severely endangered,10000.0,28.258,109.9398
542,Taba,Indonesia,IDN,Vulnerable,10000.0,0.0659,127.4084
543,Talu,China,CHN,Vulnerable,10000.0,26.5623,102.8506
544,Tamazight (Tunisia),Tunisia,TUN,Severely endangered,10000.0,36.0313,9.8767
545,Tayal,China,CHN,Vulnerable,10000.0,24.5458,121.3591
546,Temein,Sudan,SDN,Severely endangered,10000.0,11.8377,29.4625
547,Temiar,Malaysia,MYS,Definitely endangered,10000.0,4.9493,101.4113
548,Trukhmen,"Russian Federation, Turkmenistan","RUS, TKM",Definitely endangered,10000.0,44.4886,44.5385
549,Vidunda,United Republic of Tanzania,TZA,Vulnerable,10000.0,-6.8664,37.304
550,Kogui,Colombia,COL,Vulnerable,9911.0,10.8548,-74.0258
551,Paloor,Senegal,SEN,Vulnerable,9680.0,14.7801,-16.8035
552,Awakatek (Guatemala),Guatemala,GTM,Vulnerable,9613.0,15.3429,-91.312
553,Choctaw (Louisiana),United States of America,USA,Vulnerable,9500.0,31.6822,-92.1252
554,Choctaw (Mississipi),United States of America,USA,Vulnerable,9500.0,32.7713,-89.1163
555,Choctaw (Oklahoma),United States of America,USA,Vulnerable,9500.0,34.1472,-94.81
556,Gawar-Bati,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,9500.0,35.158,71.4083
557,Taruang,"China, India, Myanmar","CHN, IND, MMR",Vulnerable,9332.0,28.12,95.88
558,Khaling,Nepal,NPL,Definitely endangered,9288.0,27.5781,86.7163
559,Western Tarahumara,Mexico,MEX,Vulnerable,9196.0,27.3361,-108.5007
560,Nunavimmiutitut,Canada,CAN,Vulnerable,9105.0,58.1665,-68.3605
561,Woods Cree,Canada,CAN,Vulnerable,9095.0,55.1711,-102.9061
562,Phula (Viet Nam),Viet Nam,VNM,Definitely endangered,9046.0,22.7833,105.4666
563,Dol-po,Nepal,NPL,Definitely endangered,9000.0,29.2193,83.0676
564,Helong,Indonesia,IDN,Severely endangered,9000.0,-10.1905,123.5247
565,Lisela,Indonesia,IDN,Vulnerable,9000.0,-3.2392,127.0239
566,Motuo Menba,"China, India","CHN, IND",Definitely endangered,9000.0,28.664,94.0347
567,Panamahka,Nicaragua,NIC,Vulnerable,9000.0,14.2856,-84.5947
568,Zuni,United States of America,USA,Vulnerable,9000.0,35.082,-108.76
569,Mopán (Belize),Belize,BLZ,Severely endangered,8980.0,16.2449,-88.8654
570,Tulishi,Sudan,SDN,Severely endangered,8628.0,11.5984,29.0917
571,Central Cuicatec,Mexico,MEX,Vulnerable,8621.0,17.8,-96.961
572,Ts'amay,Ethiopia,ETH,Definitely endangered,8621.0,5.4382,37.2463
573,Phalura,Pakistan,PAK,Definitely endangered,8600.0,35.7264,71.7434
574,Northern Popoloc,Mexico,MEX,Vulnerable,8597.0,18.6818,-97.658
575,Ixcatlán Mazatec,Mexico,MEX,Vulnerable,8593.0,18.1447,-96.4855
576,Patla-Chicontla Totonac,Mexico,MEX,Severely endangered,8590.0,20.1644,-97.6927
577,Toram,Chad,TCD,Severely endangered,8456.0,11.1581,19.6023
578,Northwestern Tlapanec,Mexico,MEX,Vulnerable,8409.0,17.5595,-98.9332
579,Dene,Canada,CAN,Vulnerable,8195.0,56.4807,-109.4127
580,Micmac (Massachusetts),United States of America,USA,Definitely endangered,8145.0,42.3589,-71.0578
581,Argobba,Ethiopia,ETH,Critically endangered,8000.0,10.5958,39.9792
582,Austral dialects,French Polynesia (France),PYF,Definitely endangered,8000.0,-23.3775,-149.4909
583,Belanda Bor,Sudan,SDN,Definitely endangered,8000.0,6.4954,27.7404
584,Feroge,Sudan,SDN,Vulnerable,8000.0,8.5049,25.7189
585,Hachijō,Japan,JPN,Definitely endangered,8000.0,33.11,139.7891
586,Inga,Colombia,COL,Severely endangered,8000.0,1.1658,-77.0011
587,Kanga,Sudan,SDN,Severely endangered,8000.0,10.844,29.4708
588,Lajia,China,CHN,Definitely endangered,8000.0,23.7439,110.0526
589,Lakha,Bhutan,BTN,Definitely endangered,8000.0,27.5898,90.3735
590,Mbya Guarani (Paraguay),Paraguay,PRY,Definitely endangered,8000.0,-26.5099,-55.2832
591,Mundurukú,Brazil,BRA,Vulnerable,8000.0,-8.1027,-57.3486
592,Ojibwe,United States of America,USA,Severely endangered,8000.0,46.0706,-93.6677
593,Quichua (Salasaca),Ecuador,ECU,Definitely endangered,8000.0,-1.3511,-78.6511
594,Rongpo,India,IND,Vulnerable,8000.0,30.7229,79.7387
595,Sanyi,China,CHN,Severely endangered,8000.0,24.9262,102.5134
596,Temuan,Malaysia,MYS,Severely endangered,8000.0,3.3709,101.984
597,Tingal,Sudan,SDN,Definitely endangered,8000.0,12.238,31.1215
598,Wampis,Peru,PER,Vulnerable,8000.0,-3.4476,-77.7941
599,Wunai Bunu,China,CHN,Definitely endangered,8000.0,24.4146,107.8378
600,Yanesha,Peru,PER,Severely endangered,8000.0,-10.3743,-75.2343
601,Mam (Mexico),Mexico,MEX,Severely endangered,7977.0,17.3661,-93.5334
