,language,countries,endangerment,speakers,latitude,longitude
1745,Samre,Cambodia,Critically endangered,120,12.1166,103.0833
1746,Tutuba,Vanuatu,Definitely endangered,120,-15.5727,167.275
1747,Northern Tutchone,Canada,Definitely endangered,115,62.8255,-136.5838
1748,Dubu,Indonesia,Vulnerable,110,-3.5134,140.8612
1749,Haisla,Canada,Critically endangered,110,53.9745,-128.6443
1750,Heiltsuk,Canada,Critically endangered,105,52.1591,-128.1546
1751,Kwegu,Ethiopia,Critically endangered,103,5.4191,36.0791
1752,Adnyamathanha,Australia,Definitely endangered,100,-30.6,138.6035
1753,Ainbai,Papua New Guinea,Severely endangered,100,-3.1,141.2
1754,Arem,"Lao People's Democratic Republic, Viet Nam",Severely endangered,100,18.1771,105.3369
1755,Banawá Yafi,Brazil,Vulnerable,100,-6.6427,-64.5996
1756,Bara (Colombia),Colombia,Critically endangered,100,0.05,-70.1733
1757,Bikaru,Papua New Guinea,Severely endangered,100,-4.8,143.0
1758,Boor,Chad,Critically endangered,100,10.2149,17.3721
1759,Burate,Indonesia,Severely endangered,100,-2.7811,135.9915
1760,Callahuaya,Bolivia (Plurinational State of),Critically endangered,100,-15.1357,-69.1699
1761,Comanche,United States of America,Severely endangered,100,34.6086,-98.3904
1762,Dabra,Indonesia,Vulnerable,100,-3.4092,139.0209
1763,Djinang,Australia,Definitely endangered,100,-12.3507,135.1098
1764,Dulbu,Nigeria,Critically endangered,100,9.985,10.0579
1765,Ghomara,Morocco,Critically endangered,100,35.0108,-5.5151
1766,Itelmen,Russian Federation,Critically endangered,100,57.1496,156.9012
1767,Jebero,Peru,Critically endangered,100,-5.3097,-75.9814
1768,Jilbe,Nigeria,Critically endangered,100,11.749,14.5458
1769,Kalamo,Papua New Guinea,Severely endangered,100,-6.7,142.5
1770,Kanowit,Malaysia,Severely endangered,100,2.0652,112.1489
1771,Karas,Indonesia,Severely endangered,100,-3.4585,132.6599
1772,Kiong,Nigeria,Critically endangered,100,5.2906,8.3523
1773,Kofei,Indonesia,Severely endangered,100,-2.3833,136.7907
1774,Likum,Papua New Guinea,Definitely endangered,100,-2.1651,146.6921
1775,Maricopa,United States of America,Severely endangered,100,33.3772,-112.1676
1776,Mohave (Arizona),United States of America,Severely endangered,100,34.0231,-114.5045
1777,Mohave (California),United States of America,Severely endangered,100,34.6905,-114.598
1778,Molo,Sudan,Critically endangered,100,10.898,34.2773
1779,Mulao,China,Severely endangered,100,26.5851,107.9524
1780,Mvanip,Nigeria,Critically endangered,100,6.7027,11.2225
1781,Nafi,Papua New Guinea,Severely endangered,100,-6.3999,146.802
1782,Nemadi,Mauritania,Critically endangered,100,18.4118,-9.4482
1783,Ninam (Venezuela),Venezuela (Bolivarian Republic of),Vulnerable,100,4.5435,-63.5668
1784,Omagua (Peru),Peru,Critically endangered,100,-4.0724,-73.103
1785,Oroch,Russian Federation,Critically endangered,100,49.1781,139.7625
1786,Oroha,Solomon Islands,Severely endangered,100,-9.7686,161.51
1787,Pauwi,Indonesia,Vulnerable,100,-1.8151,137.8193
1788,Piame,Papua New Guinea,Severely endangered,100,-4.9,142.85
1789,Pyu,Indonesia,Severely endangered,100,-4.5,140.9
1790,Ruga,India,Critically endangered,100,25.2844,90.4614
1791,Sahaptin,United States of America,Severely endangered,100,44.7712,-121.2871
1792,Samatao,China,Critically endangered,100,24.9359,102.7935
1793,Seneca (United States of America),United States of America,Severely endangered,100,42.3291,-78.868
1794,Senggi,Indonesia,Vulnerable,100,-3.4339,140.7685
1795,Shawnee,United States of America,Severely endangered,100,35.359,-96.9298
1796,Shiwiar,Ecuador,Severely endangered,100,-2.2186,-76.8164
1797,Shompen,India,Critically endangered,100,7.0245,93.8232
1798,Soo,Uganda,Critically endangered,100,2.161,34.5986
1799,Tai Nora,India,Critically endangered,100,26.8485,94.5648
1800,Tai Rong,India,Critically endangered,100,26.9024,94.757
1801,Tangam,India,Critically endangered,100,29.1473,94.5538
1802,Tariana (Brazil),Brazil,Critically endangered,100,0.9228,-67.5439
1803,Tirahi,Afghanistan,Critically endangered,100,34.3139,70.3729
1804,"Ute (Colorado, Southern Ute)",United States of America,Severely endangered,100,37.115,-107.6331
1805,Vehes,Papua New Guinea,Severely endangered,100,-6.9427,146.9311
1806,Wik Ngathan,Australia,Definitely endangered,100,-14.9561,141.8884
1807,Xokleng,Brazil,Critically endangered,100,-26.5522,-49.0779
1808,Yangkam,Nigeria,Critically endangered,100,9.1048,9.8904
1809,Yarawata,Papua New Guinea,Severely endangered,98,-4.9377,145.4946
1810,O'odham (Mexico),Mexico,Definitely endangered,94,31.5188,-112.7472
1811,Samosa,Papua New Guinea,Severely endangered,94,-5.0116,145.5386
1812,Mindiri,Papua New Guinea,Severely endangered,93,-5.5517,146.1538
1813,Usu,Papua New Guinea,Severely endangered,93,-5.2851,145.4974
1814,Iteri,Papua New Guinea,Severely endangered,90,-4.0807,141.5039
1815,Ngarinyin,Australia,Definitely endangered,90,-16.9096,125.4199
1816,Repanbitip,Vanuatu,Definitely endangered,90,-16.3155,167.6026
1817,Tofanma,Indonesia,Vulnerable,90,-3.5675,140.7925
1818,Taiap,Papua New Guinea,Severely endangered,89,-4.1,144.5
1819,Kusunda,Nepal,Critically endangered,87,27.9275,84.2866
1820,Patamona (Brazil),Brazil,Vulnerable,87,4.5216,-60.3808
1821,Xiri,South Africa,Critically endangered,87,-31.3924,21.0498
1822,Narau,Indonesia,Severely endangered,85,-3.3818,139.8202
1823,Ak,Papua New Guinea,Severely endangered,83,-3.6093,141.6604
1824,Araona,Bolivia (Plurinational State of),Severely endangered,81,-12.4473,-68.1372
1825,Ari,Papua New Guinea,Severely endangered,80,-8.0,142.4
1826,Assiniboine (Canada),Canada,Critically endangered,80,50.3536,-103.4841
1827,Dorro,Papua New Guinea,Severely endangered,80,-9.1834,141.8994
1828,Gong,Thailand,Severely endangered,80,15.088,99.523
1829,Itik,Indonesia,Vulnerable,80,-2.3181,139.148
1830,Mari,Papua New Guinea,Severely endangered,80,-9.0478,141.8994
1831,Pwapwa,New Caledonia (France),Severely endangered,80,-20.8074,164.5367
1832,Somm,Papua New Guinea,Definitely endangered,80,-6.1296,146.4642
1833,Tobati,Indonesia,Severely endangered,80,-2.6059,140.7997
1834,Moré,Bolivia (Plurinational State of),Critically endangered,76,-12.0822,-64.9731
1835,Mores,Vanuatu,Severely endangered,75,-15.3583,166.8988
1836,Musan,Papua New Guinea,Severely endangered,75,-4.0355,141.361
1837,Papi,Papua New Guinea,Severely endangered,75,-4.5,142.0
1838,Sarcee,Canada,Critically endangered,75,50.9682,-114.3851
1839,Sekani,Canada,Critically endangered,75,58.0952,-122.7067
1840,Arawun,Papua New Guinea,Severely endangered,73,-5.5093,145.8929
1841,Siriano (Brazil),Brazil,Vulnerable,71,0.5244,-67.5
1842,Teko,Mexico,Severely endangered,71,15.6582,-92.1427
1843,Anus,Indonesia,Severely endangered,70,-2.1268,139.5126
1844,Awera,Indonesia,Vulnerable,70,-2.7084,136.0395
1845,Boruca,Costa Rica,Critically endangered,70,9.001,-83.323
1846,Doutai,Indonesia,Severely endangered,70,-3.2282,138.2189
1847,East Cape Yupik,Russian Federation,Critically endangered,70,66.0166,-169.7166
1848,Iresim,Indonesia,Severely endangered,70,-3.6011,135.1428
1849,Mafea,Vanuatu,Definitely endangered,70,-15.4219,167.2366
1850,Vilamovian,Poland,Severely endangered,70,49.7909,18.762
1851,Western Chocho,Mexico,Severely endangered,70,17.7486,-97.4409
1852,Yankunytjatjara,Australia,Definitely endangered,70,-27.3132,132.0666
1853,Yanyuwa,Australia,Severely endangered,70,-15.9613,136.3842
1854,Yapunda,Papua New Guinea,Severely endangered,69,-3.5,142.4
1855,Bothar,Papua New Guinea,Severely endangered,68,-9.0695,141.155
1856,Kari'ña (Brazil),Brazil,Definitely endangered,66,4.0067,-51.6027
1857,Ritharrngu,Australia,Definitely endangered,66,-13.1543,134.8242
1858,Northern Straits Salish,United States of America,Critically endangered,65,48.488,-122.6363
1859,Sumariup,Papua New Guinea,Severely endangered,65,-4.7,143.3
1860,Ixil (Mexico),Mexico,Critically endangered,64,19.508,-89.3188
1861,Orok,Russian Federation,Critically endangered,64,52.3437,143.0557
1862,Carapana (Brazil),Brazil,Severely endangered,63,-3.0966,-65.061
1863,Yan-nhangu,Australia,Definitely endangered,61,-12.094,134.89
1864,Atemble,Papua New Guinea,Definitely endangered,60,-5.1292,144.7421
1865,Bagupi,Papua New Guinea,Definitely endangered,60,-5.0454,145.5822
1866,Carapana (Colombia),Colombia,Definitely endangered,60,0.9337,-70.8178
1867,Gooniyandi,Australia,Severely endangered,60,-18.8335,125.9912
1868,Gurrgoni,Australia,Vulnerable,60,-12.1037,134.3408
1869,Kija,Australia,Severely endangered,60,-18.0832,128.1884
1870,Montana Salish,United States of America,Critically endangered,60,47.5944,-114.1182
1871,Ngangikurunggurr,Australia,Severely endangered,60,-14.6792,130.3967
1872,Olultecan,Mexico,Severely endangered,60,17.9277,-94.8969
1873,Senaya,Iran (Islamic Republic of),Critically endangered,60,36.2664,50.0042
1874,Tahltan,Canada,Critically endangered,60,57.8451,-129.9745
1875,Tembé,Brazil,Severely endangered,60,-2.6467,-46.7248
1876,Mosimo,Papua New Guinea,Severely endangered,58,-4.9473,145.5551
1877,Tapayuna,Brazil,Severely endangered,58,-10.5559,-53.0639
1878,Bepour,Papua New Guinea,Severely endangered,57,-4.586,145.4184
1879,Faita,Papua New Guinea,Severely endangered,57,-5.657,145.5001
1880,Teribe (Costa Rica),Costa Rica,Critically endangered,57,9.0593,-83.2876
1881,Kiliwa,Mexico,Critically endangered,56,31.25,-115.6166
1882,Moere,Papua New Guinea,Severely endangered,56,-4.6038,145.437
1883,Baure,Bolivia (Plurinational State of),Critically endangered,55,-13.1008,-64.5007
1884,Southern Haida,Canada,Critically endangered,55,53.2697,-131.9861
1885,Tlingit (Canada),Canada,Critically endangered,55,60.171,-132.7395
1886,Upper Tanana (United States of America),United States of America,Critically endangered,55,62.6867,-141.2182
1887,Zapotec of Asunción Tlacolulita,Mexico,Critically endangered,53,16.3,-95.7166
1888,Trumai,Brazil,Critically endangered,51,-11.8807,-53.6009
1889,Arabela,Peru,Severely endangered,50,-1.5818,-75.3881
1890,Arha,New Caledonia (France),Critically endangered,50,-21.3047,165.0146
1891,Banjima,Australia,Severely endangered,50,-22.289,119.3774
1892,Bella Coola,Canada,Critically endangered,50,52.3823,-126.7255
1893,Budong-Budong,Indonesia,Critically endangered,50,-2.0601,119.3074
1894,Bulgebi,Papua New Guinea,Definitely endangered,50,-5.7485,146.4532
1895,Chiquitano (Brazil),Brazil,Critically endangered,50,-17.4345,-58.0627
1896,Forest Yukagir,Russian Federation,Critically endangered,50,65.4936,151.0757
1897,Gorovu,Papua New Guinea,Severely endangered,50,-4.5,144.6
1898,Iduh (Lao PDR),Lao People's Democratic Republic,Critically endangered,50,19.3292,103.3758
1899,Karaim (Lithuania),Lithuania,Severely endangered,50,54.642,24.9499
1900,Kasong,"Cambodia, Thailand",Critically endangered,50,12.564,102.529
1901,Kayupulau,Indonesia,Critically endangered,50,-2.5464,140.725
1902,Lolak,Indonesia,Critically endangered,50,0.8569,124.0081
1903,Maku'a,Timor-Leste,Critically endangered,50,-8.4017,127.2271
1904,Makurap,Brazil,Severely endangered,50,-12.1682,-63.0285
1905,Miriwoong,Australia,Critically endangered,50,-16.7631,128.9025
1906,Moraori,Indonesia,Severely endangered,50,-8.7113,140.7128
1907,Nakkara,Australia,Severely endangered,50,-12.1145,134.5825
1908,Ngarinman,Australia,Severely endangered,50,-16.6782,129.7485
1909,Norfolk-Pitcairn (Pitcairn),Pitcairn  (U.K.),Vulnerable,50,-24.3721,-128.3203
1910,Omaha-Ponca,United States of America,Critically endangered,50,42.0817,-96.4855
1911,Omotik,Kenya,Critically endangered,50,-1.115,35.9143
1912,Onge,India,Critically endangered,50,10.639,92.4938
1913,Patua,China,Critically endangered,50,22.1632,113.5464
1914,Paulohi,Indonesia,Critically endangered,50,-3.2721,128.757
1915,Potawatomi (Kansas),United States of America,Critically endangered,50,39.3251,-95.8495
1916,Potawatomi (Michigan),United States of America,Critically endangered,50,45.0269,-84.1992
1917,Potawatomi (Oklahoma),United States of America,Critically endangered,50,35.3135,-96.9255
1918,Potawatomi (Wisconsin),United States of America,Critically endangered,50,45.5601,-88.83
1919,Salas,Indonesia,Severely endangered,50,-3.135,130.5505
1920,Samray,"Cambodia, Thailand",Critically endangered,50,13.685,101.5931
1921,Sapé,Venezuela (Bolivarian Republic of),Critically endangered,50,5.0033,-63.5449
1922,Sentilese,India,Critically endangered,50,11.5446,92.2576
1923,Sian,Malaysia,Severely endangered,50,2.3854,114.3354
1924,Tambotalo,Vanuatu,Severely endangered,50,-15.4655,167.1027
1925,Tanacross,United States of America,Critically endangered,50,64.2159,-145.9643
1926,Tanaina,United States of America,Severely endangered,50,63.3422,-148.8647
1927,Tanimbili,Solomon Islands,Severely endangered,50,-11.2935,166.5211
1928,Warumungu,Australia,Severely endangered,50,-19.5183,133.9453
1929,Zapotec of San Felipe Tejalapan,Mexico,Critically endangered,50,17.1099,-96.8539
1930,Tench,Papua New Guinea,Critically endangered,49,-1.6394,150.6939
1931,Mudburra,Australia,Severely endangered,48,-16.9727,131.77
1932,Nunggubuyu,Australia,Severely endangered,44,-13.8807,135.725
1933,Dumun,Papua New Guinea,Critically endangered,42,-5.5421,146.0906
1934,Kudu-Camo,Nigeria,Critically endangered,42,11.0166,8.8879
1935,Asumboa,Solomon Islands,Severely endangered,40,-11.2982,166.4868
1936,Bunuba,Australia,Severely endangered,40,-17.8951,125.7495
1937,Chamacoco,"Brazil, Paraguay",Critically endangered,40,-23.0595,-55.6127
1938,Garrwa,Australia,Severely endangered,40,-17.1197,137.6806
1939,Gumbaynggirr,Australia,Critically endangered,40,-30.3349,152.8198
1940,Maremgi,Indonesia,Definitely endangered,40,-2.2571,139.5455
1941,Mono (Western),United States of America,Critically endangered,40,37.0943,-119.4999
1942,Southern Tutchone,Canada,Critically endangered,40,60.7796,-137.4983
1943,Tipai (United States of America),United States of America,Severely endangered,40,32.6049,-116.4678
1944,Tofa,Russian Federation,Critically endangered,40,53.7324,98.2589
1945,Udege,Russian Federation,Critically endangered,40,47.6209,136.0903
1946,Yoki,Indonesia,Severely endangered,40,-1.5893,137.9127
1947,Noy,Chad,Critically endangered,36,8.9312,17.8829
1948,Chulym Turk,Russian Federation,Critically endangered,35,57.3354,88.1542
1949,Kapori,Indonesia,Critically endangered,35,-3.4,139.7
1950,Kaqchikel (Mexico),Mexico,Critically endangered,35,19.4044,-90.0604
1951,Menominee,United States of America,Critically endangered,35,44.9356,-88.6144
1952,Quechua of Pacaraos,Peru,Critically endangered,35,-11.2538,-76.8054
1953,Turaka,Papua New Guinea,Critically endangered,35,-9.796,149.447
1954,Barasana (Brazil),Brazil,Severely endangered,34,0.7909,-68.6425
1955,Bilakura,Papua New Guinea,Critically endangered,34,-4.9404,145.5303
1956,Macuna (Brazil),Brazil,Vulnerable,32,1.1395,-67.7636
1957,Jarawa,India,Critically endangered,31,12.6028,92.752
1958,Kowaki,Papua New Guinea,Critically endangered,31,-4.6079,145.4067
1959,Kri,Lao People's Democratic Republic,Severely endangered,31,18.25,105.0
1960,Mawak,Papua New Guinea,Critically endangered,31,-4.5819,145.3079
1961,Alabat Island Agta,Philippines,Critically endangered,30,14.1209,122.0282
1962,Amahai,Indonesia,Critically endangered,30,-3.3352,128.9314
1963,Bardi,Australia,Severely endangered,30,-16.9307,122.871
1964,Cahuilla,United States of America,Critically endangered,30,33.5404,-116.7436
1965,Cambap,Cameroon,Critically endangered,30,6.4872,11.802
1966,Carijona,Colombia,Critically endangered,30,-1.2743,-70.1147
1967,Chintaw,China,Critically endangered,30,24.9263,98.2414
1968,Comox/Sliammon,Canada,Critically endangered,30,49.6795,-124.9542
1969,Djeoromitxi,Brazil,Severely endangered,30,-12.05,-64.6655
1970,Duriankere,Indonesia,Critically endangered,30,-1.3896,130.9247
1971,Goundo,Chad,Critically endangered,30,9.4761,16.2652
1972,Kawucha,Papua New Guinea,Critically endangered,30,-6.9373,146.1621
1973,Kwerisa,Indonesia,Critically endangered,30,-2.9759,138.153
1974,Mono (Eastern),United States of America,Critically endangered,30,37.3674,-118.3953
1975,Ngalkbun,Australia,Severely endangered,30,-13.5178,134.6264
1976,Punan Batu,Malaysia,Critically endangered,30,2.6021,114.0
1977,Rama,Nicaragua,Critically endangered,30,11.8847,-83.7995
1978,Sia Pedee,Ecuador,Critically endangered,30,0.9887,-79.1674
1979,Ske,Vanuatu,Severely endangered,30,-15.9085,168.1924
1980,Valley Yokuts,United States of America,Severely endangered,30,36.0582,-119.5241
1981,Warnman,Australia,Severely endangered,30,-22.9786,122.7832
1982,Wik Ngencherr,Australia,Severely endangered,30,-14.0939,141.8554
1983,Wiradjuri,Australia,Critically endangered,30,-34.5608,147.041
1984,Malinaltepec Tlapanec,Mexico,Vulnerable,29,17.2451,-98.6717
1985,Ahtna,United States of America,Critically endangered,25,62.7547,-144.3164
1986,Bieria,Vanuatu,Critically endangered,25,-16.8045,168.2446
1987,Caddo,United States of America,Critically endangered,25,35.0985,-98.2603
1988,Columbian,United States of America,Critically endangered,25,48.1764,-119.0523
1989,Iquito,Peru,Critically endangered,25,-3.6449,-74.1577
1990,Kwazá,Brazil,Critically endangered,25,-12.651,-60.4138
1991,Marrithiyel,Australia,Critically endangered,25,-13.806,130.0451
1992,Massep,Indonesia,Critically endangered,25,-1.7575,138.3178
1993,Mor,Indonesia,Severely endangered,25,-2.8607,132.7697
1994,Pisamira,Colombia,Critically endangered,25,1.0656,-70.4388
1995,Sakurabiat,Brazil,Severely endangered,25,-12.967,-61.2652
1996,Surel,Nepal,Critically endangered,25,27.6969,86.3058
1997,Upper Kuskokwim,United States of America,Critically endangered,25,63.0091,-154.3889
1998,Zumaya,Cameroon,Critically endangered,25,10.5323,14.3591
1999,Kashaya,United States of America,Critically endangered,24,38.6603,-123.3045
2000,Kavalan,China,Critically endangered,24,24.7393,121.6996
2001,Wardaman,Australia,Severely endangered,24,-14.9925,131.9293
2002,Washo,United States of America,Severely endangered,24,38.9226,-119.7256
2003,Kuku Yalanji,Australia,Severely endangered,23,-15.8148,144.9316
2004,Sām,Nepal,Severely endangered,23,27.3595,86.9979
2005,Southwestern Tlapanec,Mexico,Vulnerable,23,16.9629,-99.0953
2006,Alawa,Australia,Critically endangered,22,-16.4676,134.0771
2007,Tobian,Palau,Critically endangered,22,2.9594,131.8084
2008,Bara (Brazil),Brazil,Vulnerable,21,0.3515,-68.9721
2009,Ixcatec,Mexico,Critically endangered,21,17.8493,-97.181
2010,Añu,Venezuela (Bolivarian Republic of),Critically endangered,20,11.022,-71.7352
2011,Barzani Jewish Neo-Aramaic (Israel),Israel,Critically endangered,20,31.7888,35.1947
2012,Bom,Sierra Leone,Severely endangered,20,7.3188,-11.9915
2013,Bundjalung,Australia,Severely endangered,20,-28.9998,152.9077
2014,Chung (Cambodia),Cambodia,Critically endangered,20,10.6875,103.8084
2015,Dusner,Indonesia,Critically endangered,20,-2.7139,134.3888
2016,Forest Enets,Russian Federation,Critically endangered,20,68.6836,86.2727
2017,Foya,Indonesia,Critically endangered,20,-2.4107,138.6996
2018,Hermit,Papua New Guinea,Critically endangered,20,-2.0869,146.9311
2019,Jawoyn,Australia,Severely endangered,20,-14.2004,132.55
